45265,7
42815,91
69695,7
49788,37
48644,82
24083,7
37610,91
24508,82
63854,37
93227,82
91105,91
12245,37
14184,82
20034,82
28273,37
31547,10
41755,10
21042,10
65776,10
56670,10
78710,7
70940,37
69208,37
53923,82
30943,91
96595,7
44230,7
63436,7
52457,37
52323,10
51506,7
40992,91
43810,7
41940,37
61590,37
86507,37
97548,91
76194,91
91740,82
38037,82
34726,7
92005,7
64729,10
23936,37
43738,91
98964,91
85722,91
40528,37
67537,91
75500,37
90527,10
32730,37
84132,10
27260,37
76405,10
29726,37
60180,10
86671,7
64795,10
91696,91
66767,10
41416,37
86435,10
19815,37
21786,82
67889,37
73670,7
62363,37
11823,7
40263,91
15051,37
68420,7
76928,91
56894,37
36378,82
69316,37
93327,37
77832,7
85765,82
43910,91
60754,91
11451,37
41444,7
85526,91
38608,82
91661,82
67466,91
95498,7
89983,82
30613,82
29393,91
30841,82
54291,7
58425,91
23839,7
63724,91
71759,37
28037,37
69529,10
68840,37
72363,10
43262,82
94243,10
47036,7
97784,37
87180,82
16700,37
45913,10
88565,10
12923,7
96680,82
92848,7
46993,91
36038,82
77863,91
85624,82
22842,37
33522,91
58637,7
32229,7
23075,10
13236,7
38971,37
56570,37
26852,10
98868,82
55784,37
38811,82
26528,10
49498,82
24803,37
52966,7
38639,91
83278,82
78471,37
77525,91
13265,91
23118,37
17657,82
92183,82
25707,7
90217,37
68445,82
59402,91
43469,10
47499,10
83868,10
31443,37
31995,7
58296,82
54591,37
53177,82
61400,91
47737,82
58279,82
52275,82
41399,37
10921,10
52106,7
28689,91
94991,7
49010,37
68238,7
79591,82
10184,82
99822,91
34837,82
59799,37
65535,10
56910,10
86689,10
63059,7
47003,82
21408,37
49309,37
32718,91
66212,91
57445,82
13663,37
53808,7
48550,10
70980,37
24211,91
58956,82
20329,10
48066,7
83903,10
25338,82
57588,10
74961,82
68076,82
21619,82
92989,10
24959,10
77759,91
49484,82
63121,7
80034,10
46645,37
91025,82
53883,91
63058,7
42130,91
93877,37
41525,10
56821,82
22068,10
38659,37
55713,10
29869,7
69912,37
84352,10
72764,91
78544,7
71099,7
35582,7
66013,91
89308,10
82004,10
93327,10
11752,10
35452,82
61169,7
68680,37
86059,10
16336,7
20962,37
68099,91
63514,91
29192,10
92876,37
22238,7
72109,7
73340,7
91440,7
37416,7
45014,37
32385,82
47579,82
62902,10
32489,82
25804,91
49355,82
57286,7
11522,7
24640,91
51910,7
47673,82
15722,82
27807,7
37960,82
78213,10
41404,10
32196,7
66943,37
88351,82
21221,91
97529,7
53614,37
14788,10
47836,82
10456,91
97617,7
73270,7
74790,82
30817,10
85284,82
43292,82
73621,91
95884,82
59023,82
30595,7
23972,7
37610,7
60622,10
87273,82
34499,10
40771,7
21338,10
69790,82
84870,91
71711,91
82208,91
62977,37
88442,91
87204,91
92721,37
29746,10
49295,37
28758,91
98581,37
48685,82
16764,7
96922,91
29615,37
56221,91
75157,37
48786,10
88971,7
96974,7
44725,91
18912,7
53083,37
24663,91
92437,82
28418,7
23535,10
11097,7
33239,7
63640,91
49724,82
89065,7
90907,91
80847,37
13998,91
41369,37
18539,82
95997,82
13343,10
23374,37
76185,82
61997,7
48626,91
36254,91
76677,91
54043,82
32099,82
82657,7
24931,7
40937,7
37497,10
53290,82
52430,10
21245,37
53917,10
45729,7
63939,91
40027,10
20662,91
19474,91
12084,91
34138,82
78571,7
73225,82
18055,82
13975,7
24966,82
92160,91
60341,91
38703,10
49111,91
99433,10
45758,10
75219,91
54690,7
90127,10
95841,82
85211,7
32315,10
31155,10
56888,37
60801,10
23999,10
15205,91
48034,7
81957,82
78784,82
15075,37
66483,91
94150,10
30349,91
46267,37
23470,82
20060,7
64439,82
93075,10
38217,91
23062,82
99788,82
18025,37
14072,37
88771,37
79625,91
18199,91
80053,37
98345,10
66888,10
69018,82
95232,10
83892,7
79028,91
97672,10
48712,37
42714,10
45451,7
69639,10
13601,10
90361,82
18490,10
47552,37
40298,91
42538,91
57272,37
71173,10
91193,82
74688,37
60649,37
16448,7
92280,91
72190,10
30313,7
85075,10
99985,82
74692,37
35609,7
94293,91
86224,91
97178,91
13656,10
63906,37
31310,10
26500,82
92443,82
66839,7
84651,10
60485,37
48031,7
63589,10
34849,37
83748,91
46465,91
31646,82
20775,37
28642,91
94218,82
10267,82
30431,37
28473,10
80320,82
50736,7
82220,82
50467,7
26852,10
50108,37
76032,91
52733,82
29332,7
36500,7
91347,37
43947,91
58627,37
10091,10
47485,7
78602,10
49110,82
80251,91
67461,82
35967,91
84465,91
47325,91
72939,82
99798,37
65909,7
71605,37
80430,7
65238,7
64716,37
87409,37
83341,91
84259,7
90578,82
79700,37
92892,10
69605,10
53944,7
16977,91
36031,7
41568,82
98071,7
54297,10
48745,7
64658,37
73464,10
18343,91
43526,10
59810,37
97701,10
95750,91
62053,10
74499,82
43738,91
47131,91
12411,82
60703,7
49971,91
73692,37
92989,7
37524,10
22967,10
15495,37
19297,37
26289,37
21438,7
49411,82
63468,10
38094,10
39081,7
83436,82
99173,91
52923,82
69564,10
61888,10
19259,82
91338,7
77058,37
70864,91
30473,7
14896,37
21662,37
32050,91
54950,82
36964,82
94501,82
47993,10
60493,82
68343,10
53719,10
20409,82
33893,82
21528,10
71062,10
81654,10
67958,7
82636,7
18133,37
61298,10
17045,82
90069,37
36357,7
95619,10
63553,82
97973,7
93251,91
46466,37
78176,91
23756,7
78432,91
55358,91
32544,91
46582,10
26274,37
54248,7
80097,91
70998,7
90001,82
80501,82
35182,10
17176,37
56192,37
97064,7
48045,10
57854,91
88474,82
89792,10
21213,10
10215,82
55338,82
92277,10
63386,10
23642,82
34070,91
42527,37
12664,82
66466,10
79896,91
27071,7
51704,10
46466,7
85239,7
75942,37
58028,91
70105,82
31751,82
95407,10
29430,10
28509,37
73899,82
18465,7
32082,91
94117,7
78070,37
26834,10
75646,82
39445,91
65312,37
97106,82
78837,82
17772,82
36212,10
36088,7
17451,10
55259,82
93176,10
92015,37
40240,82
26896,91
83292,91
10870,37
32446,10
24686,7
97737,7
58915,7
36569,37
81317,82
10655,82
67384,10
66054,10
62328,10
89885,10
62713,37
57524,37
29660,37
92575,91
95240,37
63749,91
60815,82
67731,37
30286,10
39773,7
58120,10
47491,82
21725,7
83138,37
71198,37
71410,37
36828,82
67979,10
45096,91
78599,37
50970,82
18964,82
32681,7
34098,82
61055,10
28115,7
21076,7
98298,10
95469,37
45893,37
72287,82
65069,7
65992,91
15359,10
11812,82
94323,7
49030,10
96741,37
50028,10
41079,37
20537,91
13680,82
33060,7
69193,10
53290,37
29067,37
65155,37
22134,82
78976,82
35681,82
89202,82
32914,7
67303,37
32369,91
43928,7
41577,10
42221,7
41594,37
10914,37
32387,91
52903,82
86434,82
58520,82
22826,37
30488,91
60157,10
96820,37
26195,37
91983,10
60927,7
28343,91
81278,91
59435,10
24264,91
44631,91
89439,91
29373,91
36764,7
83991,82
45861,91
37157,91
10228,7
16184,82
96964,37
77646,7
29032,82
55611,37
79365,37
99172,37
11661,82
35189,7
71062,91
31818,37
37290,91
20707,82
96525,37
81045,10
39061,37
16416,10
64140,37
43156,82
45143,82
36810,10
29894,91
44927,7
54907,7
78341,10
59844,7
73750,82
14405,82
41149,82
91163,91
36363,91
58048,82
42388,91
94274,10
14087,91
80880,10
97005,10
10893,37
71241,91
58818,37
86347,10
46388,37
76113,37
41461,91
77660,82
60290,7
63451,37
83115,91
48798,91
66986,37
15934,37
46135,7
61857,91
53644,91
12374,82
99736,7
34922,91
72506,37
92533,7
52348,7
86996,10
68130,37
73337,10
15927,82
62359,7
26761,91
72130,82
26161,37
48392,7
69794,7
78436,82
14713,37
93028,82
69018,10
88033,7
93264,82
44143,91
97081,37
74519,91
53041,37
92096,91
58489,91
57333,37
48478,91
18311,10
44111,91
21198,7
93317,82
52704,82
70031,91
42617,82
94335,82
57972,7
26577,37
10003,91
63125,7
59883,91
99050,37
24244,91
64001,10
95561,82
99888,10
33508,37
33967,10
18541,37
58121,82
21486,91
61089,7
55313,91
25809,82
83340,10
91599,91
99000,7
27921,10
24067,7
51638,10
92649,82
65151,91
56439,7
15914,91
96835,7
42871,10
28621,82
88513,7
89607,37
59044,82
12769,7
62438,91
81648,10
25208,91
45193,10
60892,37
49883,7
59352,10
35142,82
66896,7
86135,10
54486,7
23464,37
18740,10
17484,7
18072,82
76136,82
86333,7
12462,82
23828,91
96597,10
78998,10
86322,37
39904,91
81885,91
46111,7
34782,82
87523,82
97926,7
16701,91
59692,7
79198,82
63197,91
20502,7
91204,37
96867,91
63284,82
25152,91
90869,82
39443,82
31369,91
20397,10
75662,37
63493,7
12117,7
55696,82
61188,91
34241,91
62873,7
82578,7
19239,37
97543,37
46382,10
43408,37
60014,91
58335,7
22629,7
23190,10
48971,10
32868,7
29773,82
81272,7
86724,7
77881,82
29049,37
61384,7
94799,37
81120,91
38913,7
57960,7
58509,10
33694,10
54315,10
21343,91
63852,37
87949,37
72670,10
44796,7
56351,82
71048,7
89410,91
48664,10
48125,10
41128,7
46168,91
27982,7
31000,7
51246,37
47314,10
90516,91
49895,37
71995,82
90127,37
17703,7
23044,82
26844,10
58746,91
70306,82
40690,7
14034,91
69125,7
97919,7
99505,7
42636,82
85734,7
21850,10
43656,91
26125,7
27175,82
56165,10
12501,10
23523,37
33803,10
64767,7
93321,82
28096,10
68265,82
14166,37
92738,7
35149,82
45863,10
40032,91
44220,37
12998,10
58351,37
84239,37
20151,10
68922,37
60983,91
75058,37
21832,10
43111,37
88673,37
78178,7
45796,82
38140,37
99075,82
27650,82
14328,37
80573,10
61305,91
70175,91
72356,7
78216,7
15106,10
46234,7
59183,7
67972,37
44827,82
50663,7
86501,82
53332,91
94407,91
80950,7
61330,10
27065,91
34579,7
62467,91
32711,10
45561,37
18511,10
42826,7
94174,37
16578,7
48973,82
85801,91
21010,91
52052,82
10433,10
97375,91
23033,91
82749,7
65154,91
34264,82
76002,10
35283,7
66987,82
33927,82
39975,10
38511,37
66701,10
10275,37
73645,7
17629,91
81693,7
34547,7
97528,82
65922,91
34753,91
66595,37
15600,7
31631,82
22071,82
86177,82
61835,10
94095,10
78212,7
86491,7
62220,91
10605,91
40110,82
28256,91
75908,7
60406,82
54345,37
68767,91
48448,37
70642,82
35383,10
31680,10
78182,7
38561,91
10918,91
39212,91
15484,7
83668,82
86631,10
32330,7
35606,10
68279,10
11308,7
22583,10
98036,37
82727,37
33421,82
17656,37
28329,37
31287,37
87654,37
18439,10
61658,7
87865,10
41479,7
38260,10
21680,82
86643,37
37849,91
55217,7
35616,82
33652,91
89283,37
38279,82
31617,10
34625,82
82833,37
58743,91
42245,7
39131,7
18803,91
87847,91
49951,10
81981,82
55498,37
55805,10
86692,91
80932,37
19323,37
95129,37
13597,7
14775,37
54655,7
72213,10
42968,82
31026,10
74130,82
69695,91
54453,7
83114,82
26444,10
89798,10
65313,10
50583,37
71880,37
52023,91
21260,91
58805,7
24025,82
57706,82
62875,7
37117,37
33208,37
13308,10
89358,10
11700,37
62180,37
54187,10
25585,91
10775,91
60267,7
50087,37
39314,82
99688,7
89801,37
65988,82
54376,82
55275,82
57057,7
13807,7
70875,82
67742,91
54452,37
86672,37
86224,37
52188,10
22872,37
10117,10
94429,37
83523,37
48427,91
39912,10
17318,37
75699,37
73248,7
35931,10
19308,7
91056,37
27033,7
20453,37
46504,10
45539,10
92128,10
78053,10
47704,7
92114,91
39002,82
64504,37
19802,91
22177,91
49270,7
99395,91
17138,82
81641,82
55084,91
14768,37
38654,7
87302,37
83286,7
50043,7
70746,7
44735,91
63556,91
41636,10
14097,91
73579,7
65212,10
82055,82
33737,82
35324,10
76831,10
69516,91
65475,91
60656,82
54462,7
94805,37
79625,7
66359,91
21515,37
35112,10
61078,82
52079,82
49604,91
39755,91
78892,10
37244,10
26013,10
30669,7
83393,7
84255,82
51577,37
40642,7
17548,10
88372,7
75506,37
37340,82
84995,91
37727,10
62407,91
12580,37
93566,82
64055,91
72349,91
55538,10
45814,91
13074,91
28224,10
60163,10
93442,37
88497,10
48052,7
38088,7
85441,91
94039,7
11759,10
46343,91
67991,37
96266,37
21954,10
23965,7
70447,91
11236,37
62065,10
19445,37
27755,37
46574,7
82355,91
65697,82
65543,91
94591,91
54620,7
68368,7
77404,10
47428,10
69725,37
31446,82
13052,37
26125,91
21808,10
24992,10
90263,91
34200,10
71093,37
22522,91
81948,82
49609,37
37383,82
72431,91
78924,91
80630,7
67895,10
39703,82
23465,7
74451,10
86108,82
97424,37
27889,10
84710,91
89211,82
67885,37
10176,10
84025,82
50566,7
26490,37
24827,10
40501,10
55704,82
87269,10
68814,7
53760,82
24477,7
38517,91
82188,91
40346,82
26012,37
55810,37
71215,37
60173,37
84886,7
24118,10
77864,10
48416,7
48124,37
62911,91
57882,91
42400,82
89341,37
24190,37
14276,7
93631,10
79197,7
68313,37
65342,91
49437,7
40755,82
50867,7
98442,37
93332,91
30009,10
87376,7
30112,37
80215,37
60165,7
41642,10
40124,91
91830,91
53165,37
64335,37
37670,10
57935,10
64836,82
74540,91
15253,91
48921,7
32545,82
83654,10
56213,82
26835,91
17565,82
65383,37
75787,10
29354,37
72478,37
66156,91
41858,82
14350,37
96224,10
92886,10
44369,10
30736,7
69014,82
44492,7
39765,37
29402,10
21041,82
90855,91
59156,10
75013,7
84899,7
61182,82
14191,82
54733,82
81929,82
95099,37
76190,37
14329,37
19330,82
56425,10
35397,37
12574,10
78859,82
25779,37
64466,7
27847,91
33718,7
12668,91
71045,82
35092,82
92715,82
58942,7
45206,91
89673,37
14990,10
46540,10
76890,82
35316,10
31069,82
67762,82
84059,10
67189,82
26929,37
93465,91
72836,91
54884,10
52414,82
18664,82
47707,82
26938,82
39151,91
64979,91
84879,91
22509,37
60791,37
65212,7
26342,37
34611,7
28142,37
76600,91
98133,7
42683,7
19003,37
82774,7
25445,7
22507,10
24209,82
90622,10
72368,82
65898,37
99038,82
29773,82
43316,37
50775,10
18485,37
17193,7
84368,7
98587,82
71517,37
55275,10
45166,10
64725,91
52158,7
58586,10
99676,37
53552,10
86585,37
23795,7
92626,82
80444,7
42884,37
84885,37
18405,91
32282,37
12340,91
30815,91
10261,37
43123,37
97167,91
23781,82
50468,82
92635,82
59767,37
88256,10
82641,91
22969,7
31461,7
87009,7
80856,82
70693,7
21048,37
61076,82
44367,10
16935,10
25067,82
46162,82
86948,10
39451,7
88580,82
76774,82
86737,82
14496,7
83068,91
48559,10
79223,91
32980,82
52599,37
41209,91
46291,7
46617,7
37457,82
87804,82
61243,10
44595,37
53598,82
99209,37
87519,10
42263,7
27869,37
84086,91
68906,7
71209,7
